,Age,Gender,Average GPA,Attendance (%),Internship Done,Placement Status,In_Robotics,In_Coding Club,Knows_Machine Learning,Knows_Java,Knows_C++,Knows_SQL,Knows_Data Science,Knows_Python,Knows_Web Development,Extracirricular Activities,Domain_Consulting,Domain_Core Engineering,Domain_Hardware,Domain_Higher Studies,Domain_None,Domain_Research,Domain_Software,Backlogs_Binned
484,20,1,2.194999882314108,84,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
485,18,0,2.096790180014449,87,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
486,19,0,2.052840859882657,95,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
487,21,1,2.0515563381903004,91,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
488,19,0,2.057962510002712,77,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
489,20,0,2.080690761080268,65,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
490,21,1,2.1294214739848565,76,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
491,19,0,2.0731719286662407,98,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2
492,23,1,2.1090003439213802,72,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
493,22,1,2.1294214739848565,95,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
494,21,1,2.0992441689760155,77,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
495,20,1,2.0992441689760155,77,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1
496,21,1,2.0744289998562917,79,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
497,22,0,2.064327903869788,99,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
498,18,1,2.005525858729668,72,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
499,18,1,2.1077860146889784,70,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
500,18,0,2.0831845279586703,92,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
501,22,1,2.1090003439213802,70,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
502,23,0,2.157559320943788,81,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
503,23,0,2.1114245875328868,76,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
504,18,0,2.1447610078004784,64,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
505,19,0,2.0320878452963655,99,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
506,23,1,2.0744289998562917,69,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
507,19,1,2.1114245875328868,65,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
508,23,0,2.052840859882657,93,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
509,18,0,2.1377104498038118,68,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
510,20,0,2.028148247292285,79,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0
511,23,0,2.048982334195127,79,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
512,19,1,2.0906287310704004,70,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
513,18,1,2.0255131996542803,60,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2
514,23,0,2.0228711901914416,88,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
515,20,1,2.1102132003465894,69,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
516,20,1,2.046401687601636,69,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
517,21,1,1.9712993830601329,71,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
518,18,0,2.0554049638515943,81,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
519,19,0,2.0681277817795625,72,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
520,21,0,2.1065702090680887,91,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
521,20,1,2.1077860146889784,67,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
522,22,0,2.075684492802124,87,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
523,18,0,2.1102132003465894,84,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
524,18,1,2.0744289998562917,66,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
525,22,0,2.020222182019865,88,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
526,22,0,2.0294631718735947,74,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
527,23,1,2.0228711901914416,88,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
528,21,1,2.030776369698555,86,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2
529,18,0,2.0918640616783932,97,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2
530,20,1,2.060513531794317,65,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
531,22,0,2.0744289998562917,74,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
532,21,1,2.136530508663963,96,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
533,23,1,2.1102132003465894,96,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
534,20,0,2.0943301541735866,98,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
535,20,1,2.0373166153791646,67,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
536,22,1,2.105352923464337,96,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
537,22,0,2.135349173618132,93,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2
538,22,1,1.986503546020567,92,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
539,18,1,2.1412419425852827,94,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
540,20,1,2.085672091430472,93,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
541,18,0,2.124653884501384,61,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
542,21,1,2.0399207835175526,61,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
543,21,1,2.096790180014449,60,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
544,19,1,2.0541237336955462,86,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
545,18,1,2.102913897864978,99,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
546,21,1,2.0992441689760155,89,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
547,18,1,2.065596134857783,72,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
548,19,1,2.1090003439213802,67,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1
549,18,0,2.0719132752590443,93,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
550,18,0,2.020222182019865,98,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
551,20,1,2.1174596088673567,75,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
552,19,0,2.057962510002712,86,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
553,19,1,2.0831845279586703,87,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1
554,18,1,2.1077860146889784,99,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
555,18,1,2.157559320943788,67,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
556,21,0,2.048982334195127,82,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
557,18,1,2.0781907597781832,82,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
558,18,0,2.089391872533004,68,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2
559,21,1,2.1564025828159643,81,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,2
560,21,0,2.096790180014449,61,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
561,18,1,2.0438143640366846,89,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
562,23,1,1.9919755158985601,95,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1
563,22,0,2.0592388343623163,71,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
564,21,1,2.05668455455722,73,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
565,23,0,2.089391872533004,60,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
566,18,0,2.1077860146889784,99,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
567,21,1,2.0918640616783932,63,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
568,21,0,1.9712993830601329,71,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
569,22,1,2.0399207835175526,76,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2
570,19,1,2.0592388343623163,85,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
571,23,1,2.151762203259462,75,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
572,20,1,2.089391872533004,73,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
573,22,1,2.1552445050953364,89,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
574,19,1,2.0082140323914683,96,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
575,19,1,2.1294214739848565,73,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
576,19,0,2.0744289998562917,64,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
577,22,1,2.0794415416798357,72,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
578,23,0,2.0681277817795625,78,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
579,22,0,2.0360119837525,92,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
580,21,1,2.149433913499871,94,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
581,20,1,2.089391872533004,73,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
582,21,1,2.0881534822818573,71,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
583,19,0,2.0980179272527715,84,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
584,19,1,2.0135687975291283,79,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
585,20,1,2.081938421878423,77,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
586,19,0,2.0906287310704004,69,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
587,18,1,2.1138429683971682,60,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
588,23,1,2.0451088625993306,73,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
589,23,0,2.0347056478384444,71,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
590,19,0,2.0320878452963655,90,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
591,18,0,2.149433913499871,99,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
592,20,0,2.017566137961748,69,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
593,19,0,2.084429083190875,96,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
594,23,1,2.0992441689760155,72,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
595,20,1,2.096790180014449,85,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,2
596,20,0,2.0992441689760155,99,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
597,19,1,2.038619547159581,62,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
598,23,1,2.0719132752590443,77,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
599,22,0,2.154085084675602,71,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
600,23,1,2.0162354657760435,66,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
601,21,0,2.0412203288596382,75,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
602,21,0,2.050270164379556,74,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
603,18,0,2.0451088625993306,64,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
604,20,1,2.0399207835175526,88,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
605,22,0,2.075684492802124,87,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
606,22,1,2.1090003439213802,83,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
607,19,0,2.05668455455722,85,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
608,23,1,2.0955609235597192,86,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0
609,23,0,2.143589361503588,81,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
610,20,1,2.0592388343623163,82,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
611,22,0,2.1258479144939915,75,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
612,21,0,2.060513531794317,77,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
613,21,0,2.096790180014449,75,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
614,21,0,1.9851308622085946,78,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
615,22,0,2.1529243184396396,78,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
616,23,0,1.9947003132247452,93,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
617,20,1,2.046401687601636,69,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
618,20,1,2.1126345090356,66,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
619,20,0,2.1482677326096886,84,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
620,23,1,2.143589361503588,81,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
621,22,1,2.0294631718735947,98,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
622,20,1,2.130609828254235,67,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
623,20,1,2.020222182019865,70,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1
624,19,1,2.0992441689760155,98,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
625,20,0,2.0918640616783932,94,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
626,23,0,1.9933388426264242,68,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
627,23,0,2.093097868127322,98,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
628,18,0,2.0781907597781832,84,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2
629,20,1,2.063058062429312,89,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
630,18,0,2.0412203288596382,61,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
631,19,0,2.1471001901536506,75,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
632,22,0,2.0943301541735866,68,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
633,20,0,2.086913556518537,79,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
634,23,0,2.0794415416798357,83,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,2
635,23,0,2.127040520479115,60,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
636,20,1,2.020222182019865,70,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1
637,23,1,2.05668455455722,88,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
638,18,0,2.0451088625993306,64,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
639,21,0,2.0906287310704004,62,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
640,18,0,2.1114245875328868,90,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1
641,18,0,2.05668455455722,67,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
642,19,0,2.0412203288596382,80,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
643,18,1,2.1138429683971682,60,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
644,21,1,2.131796772013764,60,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
645,18,1,2.0769384114617173,98,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
646,23,0,2.084429083190875,81,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
647,23,0,2.0881534822818573,65,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
648,21,0,2.0476928433652555,84,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
649,18,0,2.0541237336955462,87,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
650,18,0,2.0451088625993306,77,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1
651,21,0,2.0955609235597192,76,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
652,18,1,2.124653884501384,61,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
653,22,0,2.0360119837525,61,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
654,19,0,2.0906287310704004,96,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1
655,21,0,1.9851308622085946,64,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1
656,19,1,2.080690761080268,99,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,2
657,19,0,2.0943301541735866,88,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
658,21,1,2.0980179272527715,95,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
659,20,1,2.0438143640366846,96,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
660,23,1,2.0906287310704004,90,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
661,18,0,2.1447610078004784,81,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
662,20,0,2.1138429683971682,60,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
663,23,0,2.154085084675602,94,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
664,20,0,2.124653884501384,64,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
665,23,1,2.05668455455722,88,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
666,22,1,2.0731719286662407,78,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
667,19,1,1.9823798288367047,79,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
668,18,1,2.1114245875328868,90,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1
669,19,1,2.061786606441115,84,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
670,21,0,2.1713368063840917,82,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
671,23,0,2.096790180014449,61,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
672,23,1,2.028148247292285,88,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
673,19,0,2.066862759472976,78,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
674,19,1,2.0781907597781832,89,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
675,23,0,2.085672091430472,88,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
676,23,0,2.0268315914075385,74,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
677,18,0,2.0719132752590443,71,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
678,19,0,2.1090003439213802,65,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
679,19,1,2.1090003439213802,60,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
680,19,0,2.0719132752590443,92,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
681,21,1,2.0268315914075385,93,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1
682,22,1,2.065596134857783,80,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
683,19,1,2.017566137961748,84,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
684,19,1,2.0831845279586703,87,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1
685,20,0,2.0541237336955462,63,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2
686,22,0,2.050270164379556,68,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
687,22,0,2.0693912058263346,83,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
688,21,1,2.0744289998562917,73,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
689,22,0,2.1552445050953364,63,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
690,19,0,2.1041341542702074,65,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
691,23,0,2.0918640616783932,94,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
692,20,0,2.0731719286662407,98,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1
693,22,1,2.0294631718735947,98,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
694,22,1,2.061786606441115,90,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
695,22,1,2.0731719286662407,99,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
696,18,0,2.0881534822818573,73,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
697,18,1,2.1377104498038118,68,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
698,23,0,2.0992441689760155,82,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
699,23,1,2.0681277817795625,78,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
700,22,1,2.075684492802124,62,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
701,18,1,2.0781907597781832,82,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
702,21,1,2.0918640616783932,69,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2
703,18,0,2.1377104498038118,66,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
704,19,1,2.0268315914075385,96,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
705,20,0,2.1294214739848565,73,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
706,23,0,2.028148247292285,65,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
707,20,0,2.1210632163706555,86,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
708,23,1,2.028148247292285,91,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2
709,18,0,2.05668455455722,89,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
710,18,0,1.9906103279732201,67,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
711,19,1,2.1114245875328868,71,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
712,20,0,2.010894999144726,85,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
713,22,1,2.0719132752590443,89,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
714,20,0,2.124653884501384,68,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
715,23,1,2.0135687975291283,78,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
716,21,0,2.0980179272527715,68,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
717,19,0,2.0744289998562917,71,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
718,21,0,2.0794415416798357,94,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
719,23,1,2.1186622548331173,99,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
720,22,0,2.075684492802124,87,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
721,22,0,2.0744289998562917,93,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
722,19,1,2.017566137961748,79,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
723,19,0,2.1114245875328868,65,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
724,21,0,2.028148247292285,60,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
725,20,1,2.154085084675602,72,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1
726,21,0,2.0881534822818573,71,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
